一个 yi|ge 165652
差额选举 cha|e|xuan|ju 1
苍翠欲滴 cang|cui|yu|di 1
覆雨翻云 fu|yu|fan|yun 1
安之若命 an|zhi|ruo|ming 1
不堪造就 bu|kan|zao|jiu 1
不赞一词 bu|zan|yi|ci 1
草率从事 cao|shuai|cong|shi 1
长江天堑 chang|jiang|tian|qian 1
赤贫如洗 chi|pin|ru|xi 1
沉湎酒色 chen|mian|jiu|se 1
沉吟不决 chen|yin|bu|jue 1
备尝辛苦 bei|chang|xin|ku 1
怀璧其罪 huai|bi|qi|zui 1
橙黄橘绿 cheng|huang|ju|lv 1
成仁取义 cheng|ren|qu|yi 1
成败得失 cheng|bai|de|shi 1
愁肠寸断 chou|chang|cun|duan 1
惩恶劝善 cheng|e|quan|shan 1
惩一儆百 cheng|yi|jing|bai 1
壮志凌云 zhuang|zhi|ling|yun 1
臭不可当 chou|bu|ke|dang 1
朝云暮雨 zhao|yun|mu|yu 1
兰心蕙性 lan|xin|hui|xing 1
两虎相斗 liang|hu|xiang|dou 1
力竭声嘶 li|jie|sheng|si 1
量才录用 liang|cai|lu|yong 1
力不能支 li|bu|neng|zhi 1
道不同不相为谋 dao|bu|tong|bu|xiang|wei|mou 1
排除异己 pai|chu|yi|ji 1
拍板成交 pai|ban|cheng|jiao 1
爬罗剔抉 pa|luo|ti|jue 1
怒目切齿 nu|mu|qie|chi 1
美如冠玉 mei|ru|guan|yu 1
梨园弟子 li|yuan|di|zi 1
化零为整 hua|ling|wei|zheng 1
聊表寸心 liao|biao|cun|xin 1
冷眼相待 leng|yan|xiang|dai 1
力能扛鼎 li|neng|gang|ding 1
盗名欺世 dao|ming|qi|shi 1
燎原烈火 liao|yuan|lie|huo 1
灭门绝户 mie|men|jue|hu 1
瞒心昧己 man|xin|mei|ji 1
独行其是 du|xing|qi|shi 1
萍踪浪迹 ping|zong|lang|ji 1
流水不腐 liu|shui|bu|fu 1
驷不及舌 si|bu|ji|she 1
漆身吞炭 qi|shen|tun|tan 1
破颜微笑 po|yan|wei|xiao 1
屏声息气 bing|sheng|xi|qi 1
皮里春秋 pi|li|chun|qiu 1
画虎画皮难画骨 hua|hu|hua|pi|nan|hua|gu 1
歧路亡羊 qi|lu|wang|yang 1
乃心王室 nai|xin|wang|shi 1
偏信则暗 pian|xin|ze|an 1
起死人肉白骨 qi|si|ren|rou|bai|gu 1
菩萨低眉 pu|sa|di|mei 1
灯蛾扑火 deng|e|pu|huo 1
仆仆风尘 pu|pu|feng|chen 1
贫嘴薄舌 pin|zui|bo|she 1
立身扬名 li|shen|yang|ming 1
来去分明 lai|qu|fen|ming 1
弃之如敝屐 qi|zhi|ru|bi|ji 1
老骥伏枥 lao|ji|fu|li 1
盘马弯弓 pan|ma|wan|gong 1
老牛舐犊 lao|niu|shi|du 1
妙手丹青 miao|shou|dan|qing 1
盘根究底 pan|gen|jiu|di 1
南箕北斗 nan|ji|bei|dou 1
奴颜媚骨 nu|yan|mei|gu 1
转战千里 zhuan|zhan|qian|li 1
劣迹昭著 lie|ji|zhao|zhu 1
卖国求荣 mai|guo|qiu|rong 1
旁系亲属 pang|xi|qin|shu 1
锥处囊中 zhui|chu|nang|zhong 1
东道之谊 dong|dao|zhi|yi 1
囿于成见 you|yu|cheng|jian 1
纶巾羽扇 lun|jin|yu|shan 1
披毛戴角 pi|mao|dai|jiao 1
苦口良药 ku|kou|liang|yao 1
六畜不安 liu|chu|bu|an 1
内圣外王 nei|sheng|wai|wang 1
批亢捣虚 pi|kang|dao|xu 1
六根清静 liu|gen|qing|jing 1
墙头马上 qiang|tou|ma|shang 1
羌无故实 qiang|wu|gu|shi 1
谦恭下士 qian|gong|xia|shi 1
前不巴村 qian|bu|ba|cun 1
千部一腔 qian|bu|yi|qiang 1
清净无为 qing|jing|wu|wei 1
轻诺寡信 qing|nuo|gua|xin 1
千虑一得 qian|lv|yi|de 1
风流儒雅 feng|liu|ru|ya 1
千里莼羹 qian|li|chun|geng 1
轻裘肥马 qing|qiu|fei|ma 1
轻重倒置 qing|zhong|dao|zhi 1
情景交融 qing|jing|jiao|rong 1
情见乎辞 qing|jian|hu|ci 1
前歌后舞 qian|ge|hou|wu 1
亲痛仇快 qin|tong|chou|kuai 1
穷理尽性 qiong|li|jin|xing 1
鼻息如雷 bi|xi|ru|lei 1
穷则思变 qiong|ze|si|bian 1
穷而后工 qiong|er|hou|gong 1
穷寇勿追 qiong|kou|wu|zhui 1
千岩万壑 qian|yan|wan|he 1
求亲靠友 qiu|qin|kao|you 1
寸有所长 cun|you|suo|chang 1
风中之烛 feng|zhong|zhi|zhu 1
强中更有强中手 qiang|zhong|geng|you|qiang|zhong|shou 1
求人不如求己 qiu|ren|bu|ru|qiu|ji 1
求全之毁 qiu|quan|zhi|hui 1
怯声怯气 qie|sheng|qie|qi 1
装怯作勇 zhuang|qie|zuo|yong 1
风烛之年 feng|zhu|zhi|nian 1
幺麽小丑 yao|mo|xiao|chou 1
勤能补拙 qin|neng|bu|zhuo 1
琴瑟调和 qin|se|tiao|he 1
曲终奏雅 qu|zhong|zou|ya 1
心病还须心药医 xin|bing|hai|xu|xin|yao|yi 1
心弛神往 xin|chi|shen|wang 1
心慕手追 xin|mu|shou|zhui 1
信笔涂鸦 xin|bi|tu|ya 1
心手相应 xin|shou|xiang|ying 1
邪魔外道 xie|mo|wai|dao 1
新亭对泣 xin|ting|dui|qi 1
心无二用 xin|wu|er|yong 1
心粗气浮 xin|cu|qi|fu 1
心织笔耕 xin|zhi|bi|geng 1
抚心自问 fu|xin|zi|wen 1
专心一志 zhuan|xin|yi|zhi 1
星离雨散 xing|li|yu|san 1
星火燎原 xing|huo|liao|yuan 1
行成于思 xing|cheng|yu|si 1
当行出色 dang|xing|chu|se 1
行李卷儿 xing|li|juan|er 1
行必果 xing|bi|guo 1
小眼薄皮 xiao|yan|bao|pi 1
效益工资 xiao|yi|gong|zi 1
凶终隙末 xiong|zhong|xi|mo 1
兄弟阋于墙 xiong|di|xi|yu|qiang 1
羞人答答 xiu|ren|da|da 1
旋乾转坤 xuan|qian|zhuan|kun 1
修旧利废 xiu|jiu|li|fei 1
修桥补路 xiu|qiao|bu|lu 1
实际工资 shi|ji|gong|zi 1
甘居人后 gan|ju|ren|hou 1
傻瓜相机 sha|gua|xiang|ji 1
顺风转舵 shun|feng|zhuan|duo 1
可乘之隙 ke|cheng|zhi|xi 1
舌剑唇枪 she|jian|chun|qiang 1
扫眉才子 sao|mei|cai|zi 1
舍己为公 she|ji|wei|gong 1
水磨工夫 shui|mo|gong|fu 1
事不师古 shi|bu|shi|gu 1
柔肠百结 rou|chang|bai|jie 1
筛锣擂鼓 shai|luo|lei|gu 1
四马攒蹄 si|ma|cuan|ti 1
茹苦含辛 ru|ku|han|xin 1
拭目而待 shi|mu|er|dai 1
死求白赖 si|qiu|bai|lai 1
肉食者鄙 rou|shi|zhe|bi 1
势倾天下 shi|qing|tian|xia 1
随俗浮沉 sui|su|fu|chen 1
涉笔成趣 she|bi|cheng|qu 1
十年树木 shi|nian|shu|mu 1
殒身不恤 yun|shen|bu|xu 1
十年生聚 shi|nian|sheng|ju 1
桑弧蓬矢 sang|hu|peng|shi 1
水米无交 shui|mi|wu|jiao 1
死而无悔 si|er|wu|hui 1
世代交替 shi|dai|jiao|ti 1
盛名难副 sheng|ming|nan|fu 1
全能运动 quan|neng|yun|dong 1
耍花腔 shua|hua|qiang 1
半青半黄 ban|qing|ban|huang 1
水清无鱼 shui|qing|wu|yu 1
确切不移 que|qie|bu|yi 1
如兄如弟 ru|xiong|ru|di 1
如应斯响 ru|ying|si|xiang 1
如蝇逐臭 ru|ying|zhu|chou 1
人间重晚晴 ren|jian|zhong|wan|qing 1
疏财仗义 shu|cai|zhang|yi 1
人莫予毒 ren|mo|yu|du 1
岁暮天寒 sui|mu|tian|han 1
入幕之宾 ru|mu|zhi|bin 1
人命危浅 ren|ming|wei|qian 1
人强马壮 ren|qiang|ma|zhuang 1
人死留名 ren|si|liu|ming 1
人生路不熟 ren|sheng|lu|bu|shu 1
胜任愉快 sheng|ren|yu|kuai 1
人无远虑 ren|wu|yuan|lv 1
人自为战 ren|zi|wei|zhan 1
人造行星 ren|zao|xing|xing 1
松柏后凋 song|bai|hou|diao 1
反戈相向 fan|ge|xiang|xiang 1
身后萧条 shen|hou|xiao|tiao 1
环肥燕瘦 huan|fei|yan|shou 1
牝鸡司晨 pin|ji|si|chen 1
日就月将 ri|jiu|yue|jiang 1
鼠腹鸡肠 shu|fu|ji|chang 1
素车白马 su|che|bai|ma 1
确凿不移 que|zuo|bu|yi 1
剩余产品 sheng|yu|chan|pin 1
时移俗易 shi|yi|su|yi 1
失之千里 shi|zhi|qian|li 1
鼠窃狗偷 shu|qie|gou|tou 1
父慈子孝 fu|ci|zi|xiao 1
桑中之约 sang|zhong|zhi|yue 1
冬日可爱 dong|ri|ke|ai 1
白日升天 bai|ri|sheng|tian 1
视为知己 shi|wei|zhi|ji 1
丝竹管弦 si|zhu|guan|xian 1
失之毫厘 shi|zhi|hao|li 1
吮痈舐痔 shun|yong|shi|zhi 1
韬晦之计 tao|hui|zhi|ji 1
动辄得咎 dong|zhe|de|jiu 1
声气相投 sheng|qi|xiang|tou 1
声誉鹊起 sheng|yu|que|qi 1
三差两错 san|cha|liang|cuo 1
三班六房 san|ban|liu|fang 1
三星在天 san|xing|zai|tian 1
三人成虎 san|ren|cheng|hu 1
三人为众 san|ren|wei|zhong 1
三推六问 san|tui|liu|wen 1
三分鼎足 san|fen|ding|zu 1
绳床瓦灶 sheng|chuang|wa|zao 1
徒劳往返 tu|lao|wang|fan 1
徒托空言 tu|tuo|kong|yan 1
席卷天下 xi|juan|tian|xia 1
铜筋铁骨 tong|jin|tie|gu 1
通今博古 tong|jin|bo|gu 1
通家之好 tong|jia|zhi|hao 1
瞎子摸鱼 xia|zi|mo|yu 1
喜逐颜开 xi|zhu|yan|kai 1
太仓一粟 tai|cang|yi|su 1
贪多嚼不烂 tan|duo|jiao|bu|lan 1
五方杂处 wu|fang|za|chu 1
恩同父母 en|tong|fu|mu 1
为鬼为蜮 wei|gui|wei|yu 1
香花供养 xiang|hua|gong|yang 1
土木形骸 tu|mu|xing|hai 1
五黄六月 wu|huang|liu|yue 1
革面洗心 ge|mian|xi|xin 1
汤里来 tang|li|lai 1
五行八作 wu|hang|ba|zuo 1
互相标榜 hu|xiang|biao|bang 1
夏日可畏 xia|ri|ke|wei 1
惜老怜贫 xi|lao|lian|pin 1
表里山河 biao|li|shan|he 1
贪多务得 tan|duo|wu|de 1
犀牛望月 xi|niu|wang|yue 1
闻者足戒 wen|zhe|zu|jie 1
唯命是听 wei|ming|shi|ting 1
勿谓言之不预也 wu|wei|yan|zhi|bu|yu|ye 1
甜嘴蜜舌 tian|zui|mi|she 1
闲花野草 xian|hua|ye|cao 1
泰山其颓 tai|shan|qi|tui 1
泰山压卵 tai|shan|ya|luan 1
问安视膳 wen|an|shi|shan 1
稳吃三注 wen|chi|san|zhu 1
丸泥封关 wan|ni|feng|guan 1
完美无疵 wan|mei|wu|ci 1
仙山琼阁 xian|shan|qiong|ge 1
先人后己 xian|ren|hou|ji 1
祥麟威凤 xiang|lin|wei|feng 1
废然而返 fei|ran|er|fan 1
鲜衣美食 xian|yi|mei|shi 1
填街塞巷 tian|jie|sai|xiang 1
投畀豺虎 tou|bi|chai|hu 1
东涂西抹 dong|tu|xi|mo 1
奉为楷模 feng|wei|kai|mo 1
投闲置散 tou|xian|zhi|san 1
天悬地隔 tian|xuan|di|ge 1
天随人愿 tian|sui|ren|yuan 1
拖人下水 tuo|ren|xia|shui 1
天下为家 tian|xia|wei|jia 1
天与人归 tian|yu|ren|gui 1
恬不为怪 tian|bu|wei|guai 1
脱缰之马 tuo|jiang|zhi|ma 1
网开三面 wang|kai|san|mian 1
显露头角 xian|lu|tou|jiao 1
萧墙祸起 xiao|qiang|huo|qi 1
低吟浅唱 di|yin|qian|chang 1
显亲扬名 xian|qin|yang|ming 1
万死一生 wan|si|yi|sheng 1
亡魂丧胆 wang|hun|sang|dan 1
偷寒送暖 tou|han|song|nuan 1
削职为民 xiao|zhi|wei|min 1
万象森罗 wan|xiang|sen|luo 1
惜玉怜香 xi|yu|lian|xiang 1
挑字眼儿 tiao|zi|yan|er 1
宽以待人 kuan|yi|dai|ren 1
污泥浊水 wu|ni|zhuo|shui 1
枉口拔舌 wang|kou|ba|she 1
消费资料 xiao|fei|zi|liao 1
铁画银钩 tie|hua|yin|gou 1
铁壁铜墙 tie|bi|tong|qiang 1
畏葸不前 wei|xi|bu|qian 1
无庸赘述 wu|yong|zhui|shu 1
无根无蒂 wu|gen|wu|di 1
把持不定 ba|chi|bu|ding 1
雁过拔毛 yan|guo|ba|mao 1
鸦默雀静 ya|mo|que|jing 1
化学平衡 hua|xue|ping|heng 1
雁杳鱼沉 yan|yao|yu|chen 1
血债累累 xue|zhai|lei|lei 1
虎穴龙潭 hu|xue|long|tan 1
循名责实 xun|ming|ze|shi 1
学然后知不足 xue|ran|hou|zhi|bu|zu 1
庄严宝相 zhuang|yan|bao|xiang 1
仰不愧天 yang|bu|kui|tian 1
沿门托钵 yan|men|tuo|bo 1
养生送死 yang|sheng|song|si 1
言三语四 yan|san|yu|si 1
俯仰无愧 fu|yang|wu|kui 1
养痈成患 yang|yong|cheng|huan 1
养虎遗患 yang|hu|yi|huan 1
养痈遗患 yang|yong|yi|huan 1
眼明心亮 yan|ming|xin|liang 1
寻踪觅迹 xun|zong|mi|ji 1
眼内无珠 yan|nei|wu|zhu 1
一饭千金 yi|fan|qian|jin 1
止戈为武 zhi|ge|wei|wu 1
豕突狼奔 shi|tu|lang|ben 1
汗颜无地 han|yan|wu|di 1
恩怨分明 en|yuan|fen|ming 1
止于至善 zhi|yu|zhi|shan 1
坐不安席 zuo|bu|an|xi 1
一不扭众 yi|bu|niu|zhong 1
夭桃秾李 yao|tao|nong|li 1
硬语盘空 ying|yu|pan|kong 1
回肠九转 hui|chang|jiu|zhuan 1
映雪读书 ying|xue|du|shu 1
债多不愁 zhai|duo|bu|chou 1
一着不慎 yi|zhao|bu|shen 1
一力承当 yi|li|cheng|dang 1
知足不辱 zhi|zu|bu|ru 1
月落星沉 yue|luo|xing|chen 1
勇猛果敢 yong|meng|guo|gan 1
月里嫦娥 yue|li|chang|e 1
优孟衣冠 you|meng|yi|guan 1
戴月披星 dai|yue|pi|xing 1
横蛮无理 heng|man|wu|li 1
珍禽奇兽 zhen|qin|qi|shou 1
好行小惠 hao|xing|xiao|hui 1
云兴霞蔚 yun|xing|xia|wei 1
知人论世 zhi|ren|lun|shi 1
至圣至明 zhi|sheng|zhi|ming 1
知白守黑 zhi|bai|shou|hei 1
元素符号 yuan|su|fu|hao 1
云鬟雾鬓 yun|huan|wu|bin 1
云谲波诡 yun|jue|bo|gui 1
夫妻反目 fu|qi|fan|mu 1
依违两可 yi|wei|liang|ke 1
鱼跃鸢飞 yu|yue|yuan|fei 1
掷地作金石声 zhi|di|zuo|jin|shi|sheng 1
余勇可贾 yu|yong|ke|jia 1
月晕而风 yue|yun|er|feng 1
勇而无谋 yong|er|wu|mou 1
凿壁偷光 zao|bi|tou|guang 1
扶墙摸壁 fu|qiang|mo|bi 1
倚官仗势 yi|guan|zhang|shi 1
招权纳贿 zhao|quan|na|hui 1
有损无益 you|sun|wu|yi 1
有天无日 you|tian|wu|ri 1
有志不在年高 you|zhi|bu|zai|nian|gao 1
做小伏低 zuo|xiao|fu|di 1
远水不救近火 yuan|shui|bu|jiu|jin|huo 1
直抒己见 zhi|shu|ji|jian 1
之死靡它 zhi|si|mi|ta 1
傍花随柳 bang|hua|sui|liu 1
鸿毛泰山 hong|mao|tai|shan 1
羲皇上人 xi|huang|shang|ren 1
澡身浴德 zao|shen|yu|de 1
允文允武 yun|wen|yun|wu 1
一身而二任 yi|shen|er|er|ren 1
昂首望天 ang|shou|wang|tian 1
一日之长 yi|ri|zhi|chang 1
扶弱抑强 fu|ruo|yi|qiang 1
左图右史 zuo|tu|you|shi 1
游目骋怀 you|mu|cheng|huai 1
从宽发落 cong|kuan|fa|luo 1
侯门如海 hou|men|ru|hai 1
游蜂浪蝶 you|feng|lang|die 1
大题小作 da|ti|xiao|zuo 1
反治其身 fan|zhi|qi|shen 1
祸福相依 huo|fu|xiang|yi 1
一次能源 yi|ci|neng|yuan 1
异途同归 yi|tu|tong|gui 1
直达快车 zhi|da|kuai|che 1
一天星斗 yi|tian|xing|dou 1
应天顺人 ying|tian|shun|ren 1
指天誓日 zhi|tian|shi|ri 1
指天画地 zhi|tian|hua|di 1
只听楼梯响 zhi|ting|lou|ti|xiang 1
一无长物 yi|wu|chang|wu 1
野无遗贤 ye|wu|yi|xian 1
指雁为羹 zhi|yan|wei|geng 1
竹头木屑 zhu|tou|mu|xie 1
玉液金波 yu|ye|jin|bo 1
择主而事 ze|zhu|er|shi 1
含英咀华 han|ying|ju|hua 1
挥汗成雨 hui|han|cheng|yu 1
一字不苟 yi|zi|bu|gou 1
只要功夫深 zhi|yao|gong|fu|shen 1
刚毅木讷 gang|yi|mu|ne 1
春意阑珊 chun|yi|lan|shan 1
必要劳动 bi|yao|lao|dong 1
钟灵毓秀 zhong|ling|yu|xiu 1
坐而论道 zuo|er|lun|dao 1
影子内阁 ying|zi|nei|ge 1
因风吹火 yin|feng|chui|huo 1
以求一逞 yi|qiu|yi|cheng 1
以屈求伸 yi|qu|qiu|shen 1
必有近忧 bi|you|jin|you 1
忠心赤胆 zhong|xin|chi|dan 1
大有可观 da|you|ke|guan 1
簪缨世族 zan|ying|shi|zu 1
应对如流 ying|dui|ru|liu 1
贼人胆虚 zei|ren|dan|xu 1
闭合电路 bi|he|dian|lu 1
终天之恨 zhong|tian|zhi|hen 1
注音字母 zhu|yin|zi|mu 1
杂和面儿 za|he|mian|er 1
对症之药 dui|zheng|zhi|yao 1
抑郁寡欢 yi|yu|gua|huan 1
载舟覆舟 zai|zhou|fu|zhou 1
贼走关门 zei|zou|guan|men 1
自在不成人 zi|zai|bu|cheng|ren 1
折节下士 zhe|jie|xia|shi 1
螳臂当车 tang|bi|dang|che 1
折冲尊俎 zhe|chong|zun|zu 1
专欲难成 zhuan|yu|nan|cheng 1
一代风流 yi|dai|feng|liu 1
众擎易举 zhong|qing|yi|ju 1
再作冯妇 zai|zuo|feng|fu 1
饮食疗法 yin|shi|liao|fa 1
黑色火药 hei|se|huo|yao 1
黑天摸地 hei|tian|mo|di 1
周而不比 zhou|er|bu|bi 1
白黑分明 bai|hei|fen|ming 1
再造之恩 zai|zao|zhi|en 1
饮恨吞声 yin|hen|tun|sheng 1
引玉之砖 yin|yu|zhi|zhuan 1
隐忍不言 yin|ren|bu|yan 1
隐约其辞 yin|yue|qi|ci 1
高足弟子 gao|zu|di|zi 1
走为上计 zou|wei|shang|ji 1
基本词汇 ji|ben|ci|hui 1
百川归海 bai|chuan|gui|hai 1
俟河之清 qi|he|zhi|qing 1
顿足捶胸 dun|zu|chui|xiong 1
避其锐气 bi|qi|rui|qi 1
败柳残花 bai|liu|can|hua 1
虎口逃生 hu|kou|tao|sheng 1
秉要执本 bing|yao|zhi|ben 1
积水成渊 ji|shui|cheng|yuan 1
二人同心 er|ren|tong|xin 1
锱珠必较 zi|zhu|bi|jiao 1
旖旎风光 yi|ni|feng|guang 1
谑浪笑傲 xue|lang|xiao|ao 1
做神做鬼 zuo|shen|zuo|gui 1
罪责难逃 zui|ze|nan|tao 1
捉贼捉脏 zhuo|zei|zhuo|zang 1
壮气吞牛 zhuang|qi|tun|niu 1
主少国疑 zhu|shao|guo|yi 1
蛛网尘封 zhu|wang|chen|feng 1
珠连璧合 zhu|lian|bi|he 1
昼思夜想 zhou|si|ye|xiang 1
忠孝两全 zhong|xiao|liang|quan 1
指东划西 zhi|dong|hua|xi 1
执鞭坠镫 zhi|bian|zhui|deng 1
者也之乎 zhe|ye|zhi|hu 1
哲人其萎 zhe|ren|qi|wei 1
张王李赵 zhang|wang|li|zhao 1
张大其辞 zhang|da|qi|ci 1
粘花惹草 zhan|hua|re|cao 1
窄门窄户 zhai|men|zhai|hu 1
赃官污吏 zang|guan|wu|li 1
怨气满腹 yuan|qi|man|fu 1
寓意深远 yu|yi|shen|yuan 1
渔人得利 yu|ren|de|li 1
有国难投 you|guo|nan|tou 1
忧心悄悄 you|xin|qiao|qiao 1
迎奸卖俏 ying|jian|mai|qiao 1
迎新送旧 ying|xin|song|jiu 1
萤窗雪案 ying|chuang|xue|an 1
引水入墙 yin|shui|ru|qiang 1
引线穿针 yin|xian|chuan|zhen 1
议论风生 yi|lun|feng|sheng 1
意气洋洋 yi|qi|yang|yang 1
易如拾芥 yi|ru|shi|jie 1
以古喻今 yi|gu|yu|jin 1
以耳为目 yi|er|wei|mu 1
倚草附木 yi|cao|fu|mu 1
疑鬼疑神 yi|gui|yi|shen 1
移山填海 yi|shan|tian|hai 1
移孝为忠 yi|xiao|wei|zhong 1
遗恨千古 yi|hen|qian|gu 1
一决胜负 yi|jue|sheng|fu 1
一命鸣呼 yi|ming|ming|hu 1
一唱百和 yi|chang|bai|he 1
一点灵犀 yi|dian|ling|xi 1
一偏之见 yi|pian|zhi|jian 1
耀祖荣宗 yao|zu|rong|zong 1
妖形怪状 yao|xing|guai|zhuang 1
羊落虎口 yang|luo|hu|kou 1
杨花水性 yang|hua|shui|xing 1
炎凉世态 yan|liang|shi|tai 1
言清行浊 yan|qing|xing|zhuo 1
研经铸史 yan|jing|zhu|shi 1
鸦鹊无声 ya|que|wu|sheng 1
学海无涯 xue|hai|wu|ya 1
朽木难雕 xiu|mu|nan|diao 1
雄伟壮观 xiong|wei|zhuang|guan 1
行兵布阵 xing|bing|bu|zhen 1
兴兵动众 xing|bing|dong|zhong 1
心如火焚 xin|ru|huo|fen 1
闲情逸志 xian|qing|yi|zhi 1
下井投石 xia|jing|tou|shi 1
下愚不移 xia|yu|bu|yi 1
喜新厌故 xi|xin|yan|gu 1
无家可奔 wu|jia|ke|ben 1
乌天黑地 wu|tian|hei|di 1
未成一篑 wei|cheng|yi|kui 1
枉费唇舌 wang|fei|chun|she 1
枉费工夫 wang|fei|gong|fu 1
拖男带女 tuo|nan|dai|nv 1
透骨酸心 tou|gu|suan|xin 1
天理昭昭 tian|li|zhao|zhao 1
天不绝人 tian|bu|jue|ren 1
天惊石破 tian|jing|shi|po 1
天姿国色 tian|zi|guo|se 1
陶然自得 tao|ran|zi|de 1
桃李争妍 tao|li|zheng|yan 1
溯流穷源 su|liu|qiong|yuan 1
死告活央 si|gao|huo|yang 1
水宿风餐 shui|su|feng|can 1
水流花谢 shui|liu|hua|xie 1
书读五车 shu|du|wu|che 1
瘦骨如柴 shou|gu|ru|chai 1
首施两端 shou|shi|liang|duan 1
首尾两端 shou|wei|liang|duan 1
手急眼快 shou|ji|yan|kuai 1
视若路人 shi|ruo|lu|ren 1
视如粪土 shi|ru|fen|tu 1
是非得失 shi|fei|de|shi 1
誓同生死 shi|tong|sheng|si 1
时运亨通 shi|yun|heng|tong 1
诗礼传家 shi|li|chuan|jia 1
盛筵难再 sheng|yan|nan|zai 1
神飞色舞 shen|fei|se|wu 1
神仙中人 shen|xian|zhong|ren 1
神清气朗 shen|qing|qi|lang 1
蛇蝎心肠 she|xie|xin|chang 1
撒娇卖俏 sa|jiao|mai|qiao 1
如饥如渴 ru|ji|ru|ke 1
如痴如梦 ru|chi|ru|meng 1
肉眼凡夫 rou|yan|fan|fu 1
日久年深 ri|jiu|nian|shen 1
人心叵测 ren|xin|po|ce 1
人情汹汹 ren|qing|xiong|xiong 1
人来客往 ren|lai|ke|wang 1
去邪归正 qu|xie|gui|zheng 1
情文并茂 qing|wen|bing|mao 1
情同一家 qing|tong|yi|jia 1
清贫如洗 qing|pin|ru|xi 1
清锅冷灶 qing|guo|leng|zao 1
轻薄无行 qing|bo|wu|xing 1
青出于蓝而胜于蓝 qing|chu|yu|lan|er|sheng|yu|lan 1
前瞻后顾 qian|zhan|hou|gu 1
千秋万古 qian|qiu|wan|gu 1
千古奇闻 qian|gu|qi|wen 1
齐天洪福 qi|tian|hong|fu 1
七横八竖 qi|heng|ba|shu 1
泼水难收 po|shui|nan|shou 1
拍马溜须 pai|ma|liu|xu 1
怒目横眉 nu|mu|heng|mei 1
拿腔做势 na|qiang|zuo|shi 1
渺无踪影 miao|wu|zong|ying 1
眉欢眼笑 mei|huan|yan|xiao 1
六畜兴旺 liu|chu|xing|wang 1
六神不安 liu|shen|bu|an 1
伶俐乖巧 ling|li|guai|qiao 1
良莠不分 liang|you|bu|fen 1
兰芷之室 lan|zhi|zhi|shi 1
旷古奇闻 kuang|gu|qi|wen 1
刻意求工 ke|yi|qiu|gong 1
开合自如 kai|he|zi|ru 1
聚众滋事 ju|zhong|zi|shi 1
久历风尘 jiu|li|feng|chen 1
经纶满腹 jing|lun|man|fu 1
尽付东流 jin|fu|dong|liu 1
拣精拣肥 jian|jing|jian|fei 1
假名托姓 jia|ming|tuo|xing 1
加油加醋 jia|you|jia|cu 1
吉凶祸福 ji|xiong|huo|fu 1
回春妙手 hui|chun|miao|shou 1
护国佑民 hu|guo|you|min 1
狐朋狗党 hu|peng|gou|dang 1
胡拉乱扯 hu|la|luan|che 1
和风丽日 he|feng|li|ri 1
过门不入 guo|men|bu|ru 1
贵贱高下 gui|jian|gao|xia 1
高才捷足 gao|cai|jie|zu 1
抚今思昔 fu|jin|si|xi 1
福寿康宁 fu|shou|kang|ning 1
扶危济急 fu|wei|ji|ji 1
敷衍搪塞 fu|yan|tang|se 1
风吹云散 feng|chui|yun|san 1
泛泛之谈 fan|fan|zhi|tan 1
而今而后 er|jin|er|hou 1
饿虎擒羊 e|hu|qin|yang 1
杜门不出 du|men|bu|chu 1
打小算盘 da|xiao|suan|pan 1
词穷理屈 ci|qiong|li|qu 1
畅行无碍 chang|xing|wu|ai 1
残羹冷饭 can|geng|leng|fan 1
才华盖世 cai|hua|gai|shi 1
擦脂抹粉 ca|zhi|mo|fen 1
不足为法 bu|zu|wei|fa 1
宾朋满座 bin|peng|man|zuo 1
薄暮冥冥 bo|mu|ming|ming 1
剥皮抽筋 bo|pi|chou|jin 1
本地下载 ben|di|xia|zai 1
私服 si|fu 1
共享版 gong|xiang|ban 1
网际快车 wang|ji|kuai|che 1
破解版 po|jie|ban 1
房源 fang|yuan 1
图库 tu|ku 1
文章主题 wen|zhang|zhu|ti 1
注册版 zhu|ce|ban 1
网络实名 wang|luo|shi|ming 1
网络营销 wang|luo|ying|xiao 1
截图 jie|tu 1
盗链 dao|lian 1
耗材 hao|cai 1
性福 xing|fu 0
湿疣 shi|you 0
类风湿 lei|feng|shi 0
锂电池 li|dian|chi 0
二手市场 er|shou|shi|chang 0
强直性 qiang|zhi|xing 0
询价 xun|jia 0
工具栏 gong|ju|lan 0
招聘网 zhao|pin|wang 0
软件站 ruan|jian|zhan 0
个人文集 ge|ren|wen|ji 0
手机网 shou|ji|wang 0
剪贴板 jian|tie|ban 0
超酷 chao|ku 0
贴图区 tie|tu|qu 0
视频文件 shi|pin|wen|jian 0
沃尔玛 wo|er|ma 0
变频器 bian|pin|qi 0
最终幻想 zui|zhong|huan|xiang 0
金山毒霸 jin|shan|du|ba 0
举报中心 ju|bao|zhong|xin 0
传记 zhuan|ji 0
即时通讯 ji|shi|tong|xun 0
读卡器 du|ka|qi 0
阿尔卡特 a|er|ka|te 0
品牌形象 pin|pai|xing|xiang 0
资源管理器 zi|yuan|guan|li|qi 0
题型 ti|xing 0
技术咨询 ji|shu|zi|xun 0
移动硬盘 yi|dong|ying|pan 0
硬盘版 ying|pan|ban 0
招行 zhao|hang 0
帖图 tie|tu 0
